epoch,dice_coefficient,loss,val_dice_coefficient,val_loss
0,0.08675049251538858,-0.08675049231758555,0.11105274122494918,-0.11105274026974654
1,0.16562793773925857,-0.16562793727051342,0.24670402667461297,-0.24670402667461297
2,0.25398569197597487,-0.25398569147022354,0.3015136222044627,-0.30151362067613846
3,0.3099376703244879,-0.3099376694911993,0.310384255189162,-0.31038425671748626
4,0.3094651633914609,-0.3094651618652407,0.3736271201035915,-0.3736271124619704
5,0.3172856569620564,-0.3172856556734859,0.3384579832737262,-0.3384579802170778
6,0.3296549778654676,-0.3296549763786555,0.3409677545229594,-0.3409677545229594
7,0.3479352355398963,-0.3479352356387978,0.4037363208257235,-0.40373632388237196
8,0.3623276249556751,-0.3623276247591763,0.4003668091236017,-0.40036680835943955
9,0.3723544721177082,-0.3723544707361436,0.4397319012727493,-0.4397318951594524
10,0.37682227324284123,-0.37682227471982854,0.4376462942514664,-0.4376462942514664
11,0.4022781007139888,-0.40227810130608793,0.45439438407237714,-0.4543943871290256
12,0.3739448260276386,-0.3739448276135715,0.3877439873340802,-0.38774399039072865
13,0.39563663539133576,-0.39563663431296225,0.48545048634211224,-0.4854504924554091
14,0.4119211080841031,-0.41192110906876134,0.48982391219872695,-0.4898239091420785
15,0.41359783424125923,-0.41359783483075574,0.4607095489135155,-0.460709551970164
16,0.4064210620811332,-0.40642106089954333,0.49186220841530043,-0.49186220841530043
17,0.41873454343486616,-0.4187345449086074,0.4468576044608385,-0.4468576044608385
18,0.42383710838920247,-0.4238371071034828,0.5218380918869605,-0.5218380918869605
19,0.425195712849989,-0.4251957133412361,0.49749103570595765,-0.49749103570595765
20,0.4458229503048674,-0.44582294813861933,0.49191880302551466,-0.49191880837464946
21,0.42133536545839984,-0.4213353658540059,0.3932929444007384,-0.39329294134409
22,0.4407477935418388,-0.44074779186422464,0.5136066247255374,-0.5136066247255374
23,0.48606743859617335,-0.4860674378119017,0.5440377654173435,-0.5440377623606951
24,0.4555372591839721,-0.45553725750635793,0.5061607513672266,-0.5061607513672266
25,0.45444477214949774,-0.45444477077097617,0.5182975240242786,-0.5182975270809271
26,0.4616325694340758,-0.4616325710200087,0.5393381676612756,-0.5393381646046271
27,0.4640107860025593,-0.4640107840086264,0.5493508607913287,-0.5493508607913287
28,0.45311099261437593,-0.4531109928104438,0.4299473517980331,-0.42994735485468155
29,0.4911557184143381,-0.491155720772324,0.49394949888571715,-0.4939495019423656
30,0.4716894980355174,-0.47168949684869926,0.5319150747397007,-0.5319150716830523
31,0.45378421197880753,-0.45378421079981457,0.5594202417593735,-0.5594202348819146
32,0.4564678285838358,-0.45646782631412247,0.5101817800448492,-0.5101817800448492
33,0.4676631151974856,-0.4676631153939845,0.5321809771733407,-0.5321809771733407
34,0.48716509263072394,-0.4871650907515952,0.5484027021970505,-0.5484027021970505
35,0.4810939805697551,-0.48109398195437625,0.5091522939694233,-0.5091522970260718
36,0.4755979629837914,-0.4755979629837914,0.5541195219908005,-0.5541195219908005
37,0.46649610285803805,-0.4664961013745154,0.5142247967230968,-0.5142247967230968
38,0.49024269252420793,-0.4902426905417918,0.5208861537468739,-0.5208861506902255
39,0.5031507606373021,-0.5031507622058454,0.5679146372354947,-0.5679146372354947
40,0.48476952039881754,-0.48476952088898734,0.5427740521920033,-0.5427740521920033
41,0.5001816810353806,-0.500181680251109,0.5748884693170205,-0.5748884723736689
42,0.5142149878314752,-0.5142149872367504,0.5731410017380347,-0.5731410017380347
43,0.488772155049738,-0.488772153870745,0.5679918359487485,-0.5679918336562622
44,0.46409292244597483,-0.46409292048529577,0.5509222379097571,-0.5509222317964603
45,0.48831985658341714,-0.4883198546184288,0.581121041224553,-0.5811210442812015
46,0.5204679494267268,-0.5204679514003905,0.5788435064829313,-0.5788435064829313
47,0.5112274965742132,-0.511227497458458,0.5665136285317249,-0.5665136254750766
48,0.5258294916742451,-0.5258294913139973,0.5725172421871088,-0.5725172360738119
49,0.5299113264917272,-0.5299113264917272,0.5621411662835342,-0.5621411662835342
50,0.5017357835402856,-0.5017357855052739,0.5737577004310412,-0.5737577004310412
51,0.4961409445647355,-0.4961409447612343,0.5880769919126462,-0.5880769919126462
52,0.5057402257072298,-0.505740225315094,0.5654889345169067,-0.5654889345169067
53,0.5138099046213399,-0.5138099038283735,0.5568119776554596,-0.5568119776554596
54,0.5304395287082746,-0.5304395273327828,0.5619685435906435,-0.5619685435906435
55,0.5115586458358432,-0.5115586438621795,0.5385844692205771,-0.5385844692205771
56,0.5172032559944304,-0.5172032588562429,0.5778441383288457,-0.5778441383288457
57,0.5178531938292616,-0.5178531939279448,0.5757872691521277,-0.5757872691521277
58,0.5051418274443671,-0.5051418268522679,0.5512818304392008,-0.5512818304392008
59,0.5317200290632772,-0.5317200294562748,0.5899902215370765,-0.5899902215370765
60,0.5119622918871531,-0.511962293068743,0.5840234603637304,-0.5840234603637304
61,0.5179969412798913,-0.5179969436482877,0.5665416472997421,-0.5665416472997421
62,0.5312331214939293,-0.5312331207096577,0.5684134409977839,-0.5684134501677293
63,0.5382422895023697,-0.5382422895023697,0.5990807062540299,-0.5990807062540299
64,0.5352903859247918,-0.535290388898416,0.5810535198602921,-0.5810535198602921
65,0.49000511974491906,-0.4900051203383281,0.5730090416394747,-0.5730090416394747
66,0.5327139119153013,-0.5327139111223348,0.5662782681293976,-0.5662782681293976
67,0.552953713444563,-0.5529537151475529,0.5722053387226202,-0.5722053364301339
68,0.5295604496211797,-0.529560446870196,0.6080867434159304,-0.6080867434159304
69,0.5319405542196411,-0.5319405530432337,0.5746912833971854,-0.5746912833971854
70,0.5610609269657579,-0.5610609261727915,0.5897895525663327,-0.5897895525663327
71,0.5621081128088704,-0.5621081120159039,0.5873873493610284,-0.5873873493610284
72,0.54297615871229,-0.5429761601958127,0.5897081341498938,-0.5897081341498938
73,0.5459340206852044,-0.5459340211775334,0.5811042938476954,-0.5811042938476954
74,0.557271451646129,-0.5572714502645644,0.605374215505062,-0.605374215505062
75,0.5603875259035512,-0.5603875274720945,0.6078448005211659,-0.607844794407869
76,0.5472188159724735,-0.5472188179461371,0.5734088161052802,-0.5734088161052802
77,0.5627526103665954,-0.5627526084059163,0.6133117545873691,-0.6133117484740722
78,0.5358263580618721,-0.535826355954142,0.5850327305304699,-0.5850327305304699
79,0.5691219368263295,-0.5691219391791444,0.5951210657755533,-0.5951210657755533
80,0.5605220303781941,-0.5605220339465432,0.5958422040328001,-0.5958422040328001
81,0.5610710526198412,-0.5610710498505989,0.5519916659746414,-0.5519916659746414
82,0.5600008951438652,-0.5600008916068863,0.5628937452267377,-0.5628937452267377
